Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation,Location Total 2015-17
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Somali Core Economic Institutions and Opportunities Program,Promote jobs and enterprise creation in Somalia,Jan-15,,PFM & Revenue,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID)","Government counterparts, Private Sector",Government & Private Sector,28500000,144142,3306627,7500000,somaliampf.org,Significant,Significant,Not targeted,9009,206664,468750,684423
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Challenging Harmful Attitudes and Norms for Gender Equality and Empowerment in Somalia (CHANGES),"To challenge harmful social norms including FGM and CEFM and to increase women’s social and economic empowerment through interventions at the individual, household, community and societal levels.",Jan-16,Jan-20,Cross-cutting gender equality issues,UK,DFID,Save the Children International,NGOs,7142857.143,0,610000,3142857,http://devtracker.dfid.gov.uk/,Principal,Significant,Not Targeted,,91500,471429,562929
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Somali Investment Climate Reform Project,"The project’s overall objective is to catalyze investment climate reforms in Somalia. Specifically within one year of the closing of the project, it is targeted to achieve: ·       1-2 PPD platforms established to champion private sector development ·       5 DB/IC reforms implemented ·       USD 30 million mobilized as a result of project activities ·       Additional benefits include support to other WBG activities and projects, including SCORE",Jan-15,Jan-17,,IFC,"IFC, AUSTRALIAN, DANISH",IFC,IFI,2850000,365000,515000,1175000,,Significant,Principal,Not Targeted,36500,51500,117500,205500
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Vocational Skills Training for Economic Growth in Urban Areas,"1. Create economic growth through rehabilitation of key economic infrastructure , 2. Improve livelihoods and income generation for urban women , 3. Strengthen employment opportunities for unskilled, underskilled, unemployed and underemployed through revitalized vocational training capacities and technical skills training",Jan-16,Jan-18,,UN-Habitat,Italy,UN-Habitat,UN,1061111.111,0,61111.11111,1000000,,Significant,Significant,Significant,,18333,300000,318333
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,JPLG - 11 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,Local Economic Development (LED),UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,724267.4082,741326.3754,704557.2468,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,32592,33360,31705,97657
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,JOINT PROGRAMME ON YOUTH EMPLOYMENT - 2,"The programme aims at creating sustainable job opportunities for youth by 1) value chain analysis and development, 2) skills training, 3) productive infrastructure rehabilitation",Jan-15,Jan-16,,UN-Habitat,"UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF",UN-Habitat,UN,8900500,0,1200000,267000,,Significant,Significant,Significant,,960000,213600,1173600
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Public Market Rehabilitation,Generate sustainable employment opportunities and improve livelihoods through rehabilitation/upgrading of public market space in Mogadishu,Jan-16,Jan-17,,UN-Habitat,Italy,UN-Habitat,UN,329700,0,250000,79700,,Significant,Significant,Significant,,250000,79700,329700
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Job Creation through Public Market Rehabilitation,"1. Generate sustainable employment opportunities and improve livelihoods through rehabilitation/upgrading of public market space in Mogadishu, 2. Prepare the ground for 2nd phase of national employment programme.",Jan-14,Jan-17,,UN-Habitat,Sweden,UN-Habitat,UN,653100,340767,274738,37595.27,,Significant,Significant,Significant,340767,274738,37595,653100
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Women's vocational School in Mogadishu,Establishing and supporting a hairdressing institute for women in Mogadishu,Jan-14,Dec-16,,Finland,Finland,Peace Education and Woman Activite (PEWA),NGOs,75577.77778,25716.66667,24127.77778,0,,Principal,Significant,Not Targeted,25717,24128,,49845
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,"Youth for Change Initiative, Phase II- Support to the improvement of security and the reduction of violence",Economic integration of youth at risk,Jan-16,Sep-16,,ILO,UNDP (Government of Japan),"ILO, UNICEF, UNDP",UN,700000,300000,400000,0,,Not targeted,Not targeted,Not targeted,150000,200000,,350000
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Youth and Media in Somalia,Address the economic and social drivers of conflict and violent extremism,Jan-15,Jun-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",BBC Media Action,NGOs,729960,163292,729960,0,N/A,Principal,Significant,Significant,54431,243320,,297751
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Youth Entrepreneurship Initiative,Address the economic and social drivers of conflict and violent extremism,Sep-14,May-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Shaqodoon,NGOs,326640,280070,326640,0,N/A,Significant,Principal,Principal,56014,65328,,121342
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Financial Institution - 1,Address the economic and social drivers of conflict and violent extremism,Jan-15,Mar-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Kaah Islamic Microfinance Services,NGOs,284400,155000,284400,0,N/A,Significant,Significant,Significant,25833,47400,,73233
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Financial Institution - 2,Address the economic and social drivers of conflict and violent extremism,Jan-15,Mar-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Micro Dahab,NGOs,284400,155000,284400,0,N/A,Significant,Principal,Significant,25833,47400,,73233
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Job Placement Scheme for Female Graduates,Address the economic and social drivers of conflict and violent extremism,Oct-14,Aug-16,Women's empowerment,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",IFTIN,NGOs,229200,63220,193303,0,N/A,Principal,Principal,Principal,12644,38661,,51305
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Consortium Management,Address the economic and social drivers of conflict and violent extremism,Jan-15,Sep-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Insight Solutions,NGOs,198805,14875,129205,0,N/A,Significant,Significant,Significant,2479,21534,,24013
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Local handscrafts support,,Jan-15,Jan-15,,Turkey (2015 data),"Turkey,",T_KA,Bilateral Agency,3500,3500,0,0,,,,,3500,,,3500
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,Women’s Economic Empowerment Project in Somalia,"(i) An improved enabling environment supporting women's economic empowerment (ii) Increased capacity of women's associations to address barriers to employment and economic empowerment (iii) Increased access to skills and financial/non-financial business development services for improved income-generating capacity, productivity and competitiveness",Jan-15,Jan-16,,UN WOMEN,GOVERNMENT OF SWEDEN,ILO,UN,399109,199530,199579,0,,Principal,Significant,NA – not screened,66510,66526,,133036
Benadir,Inclusive and sustainable economic growth,Private Sector Development & Employment,51310327,52215286,37450545,1401683,3040304,1761946,903714.0693,2791273.086,1720278.896,JOINT PROGRAMME ON YOUTH EMPLOYMENT - 3,"Sub-Outcome 1: Improved long-term potential for growth, productivity and inclusive employment through six value chains implementation plans. • Sub-Outcome 2 Enhanced longer-term employability of youth in sectors with high growth and employment potential. • Sub-Outcome 3: Productive infrastructure rehabilitated through labour-intensive methods",Jan-15,Dec-16,,UNDP,"Sweden, Denmark, Italy",UNDP,UN,8900500,214230.79,1034972,0,http://www.so.undp.org/,Significant,Significant,Significant,30604,147853,,178457
