Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,FAO Resilience Programme,"At risk households anticipate, resist, absorb and recover in a timely and efficient manner from external pressures and shocks in ways that preserve integrity and do not deepen vulnerability .",1/1/16,1/12/16,,FAO,"EU, OFDA USAID, FAO, EC, Japan, Germany,Denmark, Canada, Norway, SWIS, OCHA, DFID, Bulgaria, South Africa, Sweden, CHF",FAO,UN,111805090,21308662,20875077,0,http://www.fao.org/countryprofiles/index/en/?iso3=SOM,Significant,Not targeted,NA – not screened,4261732.4,4175015.4,0
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Somali Water and Land Information Management (SWALIM) Phase V,"Increased availability and use of FAO-SWALIM information in water and land resources management, early warning, preparedness, response and resilience building, allowing informed decision making in sustainable natural resources management, planning and interventions.",1/2/13,1/1/17,,FAO,"FAO, CHF,EC , USAID",FAO,UN,21939790,1646552,500000,0,http://www.fao.org/countryprofiles/index/en/?iso3=SOM,Significant,NA – not screened,NA – not screened,329310.4,100000,0
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Drought Resilience and Sustainable Livelihoods Program in the Horn of Africa,"The Drought Resilience and Sustainable Livelihoods Program component for Somalia is aimed at building resilience and sustainable livelihoods for pastoral and agro-pastoral communities in drought-prone areas and to contribute to poverty reduction. The specific objectives of the project are: (1) to improve water and rangeland management to enhance water and forage availability and accessibility, and tackle environment /land degradation and desertification; (2) to improve infrastructure for market access, animal health, and livestock management; and (3) to build human and institutional capacity targeting improvement in agro-pastoral production, improved policy and institutional framework. In all three zones of Somalia (Somaliland, Puntland, and South Central), the project activities identified will be implemented in the drought prone pastoral and agro-pastoral and food insecure areas of country.",26/11/2014,31/12/2020,,AfDB,AfDB,"IGAD, Line Ministries",Government & Regional Actors,20833333.33,32807.93056,510320,5000000,www.afdb.org,Significant,Principal,Principal,8530.061944,132683.2,1300000
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Enhancing Climate Resilience of the Vulnerable Communities and Ecosystems in Somalia,Priority 3: Promote the sustainable development and management of natural resources by developing legal and regulatory frameworks and building capacity in key Natural Resources Management (NRM) institutions,1/1/15,1/1/18,,UNDP,"GEF, UNDP",UNDP,UN,9500000,2010597.09,3842426,2741500,http://www.so.undp.org/,Significant,Significant,Significant,287228.1557,548918,391642.8571
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,JPLG - 8 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Decentralized service delivery modeling in NRM,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,241422.4694,247108.7918,234852.4156,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,10864.01112,11119.89563,10568.3587
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Communication and visibility,"The specific objectives of this action are to increase environmental awareness, to facilitate the dissemination of legal frameworks and lessons learned from the initiative and to highlight the results achieved and impact of the MDG initiative.",12/12/15,11/12/16,,EU,EU,CARE,NGOs,222222.2222,0,177777.7778,44444.44444,,Not Targeted,Significant,Not Targeted,0,22222.22222,5555.555556
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,Protection Measures Against El Niño-related Heavy Rains and Flooding in IDP Camps at K7-K20 in Mogadishu,Protecting parts of the populatoin who are affected by heavy rains caused by El Niño,1/11/15,15/12/2017,,Germany,German Federal Government,Diakonie Katastrophenhilfe,NGOs,166666.6667,166666.6667,0,0,,Not targeted,Significant,Principal,166666.6667,0,0
Benadir,Building national resilience capacity,NRM & Resilience,51310327,52215286,37450545,7164257,13167265,7984402,7164257.281,7573678.289,3550623.914,National Capacity Self-Assessment for Global Environment Governance,"1. National and regional NCSA teams in place for steering the preparation, coordination and implementation of NCSA; 2. Draft NCSA documents and reports prepared and formulated by the government of Somalia; 3. Stakeholders consultation, awareness raising for NCSA preparation, implementation organised and final documents endorsed by the Government of Somalia",1/4/15,1/10/16,,UNDP,"GEF, UNDP",UNDP,UN,230000,23144,236037,0,http://www.so.undp.org/,Significant,Significant,Significant,3306.285714,33719.57143,0
Benadir,Other,Other,51310327,52215286,37450545,1117867,1597192,1119678,329869,102379.468,0,Transfer of DRC equipment to Mogadish,Services,28/09/2014,30/09/2016,Unclear - needs more detail,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Muthiga Travels,Private Sector,2360,0,2360,0,N/A,Significant,Principal,Significant,0,2360,0
Benadir,Other,Other,51310327,52215286,37450545,1117867,1597192,1119678,329869,102379.468,0,MFS II / CSO support - 1,,1/1/11,1/12/15,Unclear - needs more detail,Netherlands,Netherlands,Hivos Alliance,NGOs,1111111.111,222222.2222,0,0,,Significant,Significant,Significant,15111.11111,0,0
Benadir,Other,Other,51310327,52215286,37450545,1117867,1597192,1119678,329869,102379.468,0,MFS II / CSO support - 2,,1/1/11,1/12/15,Unclear - needs more detail,Netherlands,Netherlands,Impact Alliance,NGOs,12411111.11,3102777.778,0,0,,Significant,Significant,Significant,210988.8889,0,0
Benadir,Other,Other,51310327,52215286,37450545,1117867,1597192,1119678,329869,102379.468,0,Celebrating Somali Culture,Address the economic and social drivers of conflict and violent extremism,12/11/14,15/04/2016,Culture,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",New Horizon,NGOs,500097,358845,500097.34,0,N/A,Principal,Significant,Significant,71769,100019.468,0
Benadir,Other,Other,51310327,52215286,37450545,1117867,1597192,1119678,329869,102379.468,0,development supports to families,,1/1/15,1/9/15,Unclear - needs more detail,Turkey (2015 data),"Turkey,",IHH,NGOs,32000,32000,0,0,,,,,32000,0,0
Benadir,Social & human capital,Other Social Services,51310327,52215286,37450545,22358374,19907559,16204069,571250,180000,150000,Social acceptance of practices harmful to children in targeted locations reduced and improved access to services for FGM,"Program seeks to facilitate dialogue sessions on abandonment of FGM/C and child marriages among community members and stakeholders, accelerate FGM/C and child marriages abandonment through development and implementation of policies and legislation, strengthen provision of services to FGM/C and child marriages survivors and work with Religious leaders to demystify that FGM/C is not a religious obligation",1/1/13,1/12/16,Health,UNICEF,"UNICEF, Swiss, Sweden, DFID, Finland, USAID, Australia, UNICEF_UNFPA Japan Swiss Nat Comm-UNICEF Core resources","TASS, SAF, CCBRS, GOVERNMENT LINE MINISTRIES",Government & NGOs,5500000,1175000,1200000,1000000,Not available,Principal,Significant,Not targeted,176250,180000,150000
Benadir,Social & human capital,Other Social Services,51310327,52215286,37450545,22358374,19907559,16204069,571250,180000,150000,Beds-duvets support,420 beds and 3420 blanket was donated to 52 orphanages,1/1/15,1/9/15,,Turkey (2015 data),"Turkey,",KIZILAY,NGOs,220000,220000,0,0,,,,,220000,0,0
Benadir,Social & human capital,Other Social Services,51310327,52215286,37450545,22358374,19907559,16204069,571250,180000,150000,Orphanage support,all cost of a 52 bed orphanage,1/1/15,1/12/15,,Turkey (2015 data),"Turkey,",YARDIMELİ NGO,NGOs,50000,50000,0,0,,,,,50000,0,0
Benadir,Social & human capital,Other Social Services,51310327,52215286,37450545,22358374,19907559,16204069,571250,180000,150000,refurbishment of orphanages,,1/6/15,1/11/15,,Turkey (2015 data),"Turkey,",TİKA,Bilateral Agency,60000,60000,0,0,,,,,60000,0,0
Benadir,Social & human capital,Other Social Services,51310327,52215286,37450545,22358374,19907559,16204069,571250,180000,150000,Support to Somali Woman,A Somali NGO was supported to train 100 Somali orphanage women,1/1/15,1/9/15,,Turkey (2015 data),"Turkey,",TİKA,NGOs,65000,65000,0,0,,,,,65000,0,0
Benadir,Building effective & efficient institutions,PFM & Revenue,51310327,52215286,37450545,5596577,2461863,630487,11932.60238,12213.65586,11607.86939,JPLG - 4 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Municipal finance management,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,265168.9418,271414.5746,257952.6532,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,11932.60238,12213.65586,11607.86939
